Count  Overhead File                                                   Line Function
  1503         1 @Base\array.jl                                          844 collect(itr::Base.Generator{Base.Iterators.Zip{Tuple{Vector{Tuple{Matrix{ComplexF64}, Zygote.Pullback{Tuple{GfPEPS.var"#53#54"{Matrix{Float64}, Matrix{Float64}, Matrix{Float64}, LinearA…
  1508         0 @Base\array.jl                                          870 collect_to_with_first!(dest::Vector{Tuple{@NamedTuple{A::Matrix{Float64}, B::ChainRulesCore.Thunk{ChainRules.var"#548#551"{SubArray{ComplexF64, 2, Array{ComplexF64, 3}, Tuple{Base.Slice…
  1510         0 @Zygote\src\lib\array.jl                                202 #679
  1511         0 @Base\generator.jl                                       36 #4
  1521         0 @Zygote\src\lib\array.jl                                202 (::Zygote.var"#map_back#681"{GfPEPS.var"#53#54"{Matrix{Float64}, Matrix{Float64}, Matrix{Float64}, LinearAlgebra.Transpose{Float64, Matrix{Float64}}}, 1, Tuple{Vector{SubArray{ComplexF6…
  1523         0 @Base\abstractarray.jl                                 3417 map
  1595         0 @ZygoteRules\src\adjoint.jl                              72 (::Zygote.var"#2865#back#687"{Zygote.var"#map_back#681"{GfPEPS.var"#53#54"{Matrix{Float64}, Matrix{Float64}, Matrix{Float64}, LinearAlgebra.Transpose{Float64, Matrix{Float64}}}, 1, Tupl…
  1732         0 @ZygoteRules\src\adjoint.jl                              72 #2189#back
  1732         0 @Zygote\src\lib\lib.jl                                  214 #305
  1746         0 @Zygote\src\compiler\interface2.jl                        ? (::Zygote.Pullback{Tuple{GfPEPS.var"#loss#61"{InfiniteRectLattice, Int64, Int64, GfPEPS.var"#energy#59"{Array{ComplexF64, 3}, Float64, Float64}, Array{ComplexF64, 3}}, Matrix{Float64}},…
  1747         0 @Zygote\src\compiler\interface.jl                       154 gradient(f::Function, args::Matrix{Float64})
  1747         1 @Zygote\src\compiler\interface.jl                        97 (::Zygote.var"#88#89"{Zygote.Pullback{Tuple{GfPEPS.var"#loss#61"{InfiniteRectLattice, Int64, Int64, GfPEPS.var"#energy#59"{Array{ComplexF64, 3}, Float64, Float64}, Array{ComplexF64, 3}}…
  2832         0 @Base\array.jl                                          870 collect_to_with_first!
  2839         0 @Base\array.jl                                          864 _collect(c::Slices{Array{ComplexF64, 3}, Tuple{Int64, Colon, Colon}, Tuple{Base.OneTo{Int64}}, SubArray{ComplexF64, 2, Array{ComplexF64, 3}, Tuple{Int64, Base.Slice{Base.OneTo{Int64}}, …
  2911         0 @Base\array.jl                                          892 collect_to!(dest::Vector{Matrix{ComplexF64}}, itr::Base.Generator{Slices{Array{ComplexF64, 3}, Tuple{Int64, Colon, Colon}, Tuple{Base.OneTo{Int64}}, SubArray{ComplexF64, 2, Array{Comple…
  2916         1 @Base\array.jl                                          763 collect_similar
  2917         0 @Base\abstractarray.jl                                 3286 map
  2925         2 @GfPEPS\src\lib\GaussianMap.jl                          117 #53
  3134         0 @LinearAlgebra\src\LinearAlgebra.jl                     554 ldiv(F::LinearAlgebra.LU{ComplexF64, Matrix{ComplexF64}, Vector{Int64}}, B::LinearAlgebra.Transpose{Float64, Matrix{Float64}})
  3134         0 @LinearAlgebra\src\lu.jl                                430 ldiv!
  3134      3134 @LinearAlgebra\src\lapack.jl                           1018 getrs!(trans::Char, A::Matrix{ComplexF64}, ipiv::Vector{Int64}, B::Matrix{ComplexF64})
  3205        17 @GfPEPS\src\lib\loss.jl                                  77 loss
  3208         0 @NLSolversBase\src\objective_types\abstract.jl           13 (::NLSolversBase.var"#fg!#10"{GfPEPS.var"#loss#61"{InfiniteRectLattice, Int64, Int64, GfPEPS.var"#energy#59"{Array{ComplexF64, 3}, Float64, Float64}, Array{ComplexF64, 3}}, GfPEPS.var"#…
  3208         0 @GfPEPS\src\lib\Xopt.jl                                 220 (::GfPEPS.var"#grad_energy!#79"{GfPEPS.var"#grad_energy#78"{GfPEPS.var"#loss#61"{InfiniteRectLattice, Int64, Int64, GfPEPS.var"#energy#59"{Array{ComplexF64, 3}, Float64, Float64}, Array…
  3208         0 @GfPEPS\src\lib\Xopt.jl                                 219 grad_energy
  3211         0 @LinearAlgebra\src\LinearAlgebra.jl                     529 \
  3780         0 @LinearAlgebra\src\generic.jl                          1124 \(A::Matrix{ComplexF64}, B::LinearAlgebra.Transpose{Float64, Matrix{Float64}})
  4250         0 @Optim\src\Manifolds.jl                                  58 value_jvp!(obj::Optim.ManifoldObjective{Optim.Stiefel_SVD, NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}}, x::Matrix{Float64}, v::Matrix{Float64})
  4267         0 @LineSearches\src\LineSearches.jl                        32 (::LineSearches.var"#ϕdϕ#2"{Optim.ManifoldObjective{Optim.Stiefel_SVD, NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}}, Matrix{Float64}, Matrix{Flo…
  4268         0 @Optim\src\utilities\perform_linesearch.jl               52 perform_linesearch!(state::Optim.LBFGSState{Matrix{Float64}, Vector{Matrix{Float64}}, Vector{Matrix{Float64}}, Float64, Matrix{Float64}}, method::Optim.LBFGS{Nothing, LineSearches.Initi…
  4268         0 @LineSearches\src\hagerzhang.jl                         103 HagerZhang
  4270         1 @Optim\src\multivariate\solvers\first_order\l_bfgs.jl   225 update_state!(d::NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}, state::Optim.LBFGSState{Matrix{Float64}, Vector{Matrix{Float64}}, Vector{Matrix{Fl…
  4277         0 @Optim\src\multivariate\optimize\optimize.jl             79 optimize(d::NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}, initial_x::Matrix{Float64}, method::Optim.LBFGS{Nothing, LineSearches.InitialStatic{Flo…
  4360         1 @Base\generator.jl                                       47 iterate
  4574         1 @GfPEPS\src\lib\GaussianMap.jl                          117 GaussianMap
  4635         0 @NLSolversBase\src\interface.jl                          82 value_gradient!(obj::NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}, x::Matrix{Float64})
  4635         0 @NLSolversBase\src\interface.jl                          92 value_gradient!!(obj::NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}, x::Matrix{Float64})
  4663         0 @GfPEPS\src\lib\Xopt.jl                                 118 get_X_opt(lattice::InfiniteRectLattice, Nf::Int64, Λ::Int64, H_bdg::MomentumSpaceBdGHamiltonian; X_init::Nothing, doping_kwargs::DopingSettings, optim_alg_options::Optim.LBFGS{Nothing, …
  4663         0 @GfPEPS\src\lib\Xopt.jl                                 212 kwcall(::@NamedTuple{doping_kwargs::DopingSettings, optim_alg_options::Optim.LBFGS{Nothing, LineSearches.InitialStatic{Float64}, LineSearches.HagerZhang{Float64, Base.RefValue{Bool}}, R…
  4663         0 @GfPEPS\src\lib\Xopt.jl                                 222 optimize_X(X::Matrix{Float64}, loss_fct::GfPEPS.var"#loss#61"{InfiniteRectLattice, Int64, Int64, GfPEPS.var"#energy#59"{Array{ComplexF64, 3}, Float64, Float64}, Array{ComplexF64, 3}}, d…
  4663         0 @Optim\src\multivariate\optimize\interface.jl           240 optimize
  4663         0 @Optim\src\multivariate\optimize\interface.jl           251 #optimize#78
  4663         0 @Optim\src\multivariate\optimize\optimize.jl             45 optimize(d::NLSolversBase.OnceDifferentiable{Float64, Matrix{Float64}, Float64, Matrix{Float64}}, initial_x::Matrix{Float64}, method::Optim.LBFGS{Nothing, LineSearches.InitialStatic{Flo…
  4682         0 @GfPEPS\src\lib\constructor.jl                           67 Gaussian_fPEPS(Nf::Int64, Λ::Int64, lattice::InfiniteRectLattice, H_bdg::MomentumSpaceBdGHamiltonian; doping_kwargs::DopingSettings, optim_alg_options::Optim.LBFGS{Nothing, LineSearches…
  4682         0 @GfPEPS\src\lib\Xopt.jl                                  65 get_X_opt
  4684         0 @GfPEPS\src\lib\constructor.jl                           56 kwcall(::@NamedTuple{doping_kwargs::DopingSettings}, ::Type{Gaussian_fPEPS}, Nf::Int64, Λ::Int64, lattice::InfiniteRectLattice, H_bdg::MomentumSpaceBdGHamiltonian)
  4685         0 @VSCodeServer\src\eval.jl                                34 (::VSCodeServer.var"#65#66")()
  4685         0 @Base\essentials.jl                                     889 invokelatest(::Any)
  4685         1 @Base\essentials.jl                                     892 #invokelatest#2
  4685         0 @VSCodeServer\src\eval.jl                               284 (::VSCodeServer.var"#67#72"{VSCodeServer.ReplRunCodeRequestParams})()
  4685         0 @Base\logging.jl                                        630 with_logger
  4685         0 @Base\logging.jl                                        517 with_logstate(f::Function, logstate::Any)
  4685         0 @VSCodeServer\src\eval.jl                               171 (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
  4685         0 @VSCodeServer\src\repl.jl                                38 hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
  4685         0 @VSCodeServer\src\eval.jl                               200 (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
  4685         0 @VSCodeServer\src\repl.jl                               303 withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
  4685         0 @VSCodeServer\src\eval.jl                               202 (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
  4685         0 @VSCodeServer\src\eval.jl                               289 kwcall(::@NamedTuple{softscope::Bool}, ::typeof(VSCodeServer.inlineeval), m::Module, code::String, code_line::Int64, code_column::Int64, file::String)
  4685         0 @VSCodeServer\src\eval.jl                               292 inlineeval(m::Module, code::String, code_line::Int64, code_column::Int64, file::String; softscope::Bool)
  4685         0 @Base\essentials.jl                                     892 invokelatest(::Any, ::Any, ::Vararg{Any}; kwargs::Base.Pairs{Symbol, Union{}, Tuple{}, @NamedTuple{}})
  4685         0 @Base\loading.jl                                       2146 include_string(mapexpr::typeof(REPL.softscope), mod::Module, code::String, filename::String)
  4685         1 @Base\boot.jl                                           385 eval
Total snapshots: 4783. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
Overhead ╎ [+additional indent] Count File:Line; Function
=========================================================
   ╎1    @Base\threadingconstructs.jl:154; (::Base.Threads.var"#1#2"{GfPEPS.var"#411#threadsfor_fun#106"{GfPEPS.var"#411#threadsfor_fun#99#107"{Int64, Int64, Array{ComplexF64, 5}, Dict{Vector{Int64}, Int64}, Dict{Vector{Int64}, Int64}, Matrix{ComplexF64}, Floa…
   ╎ 1    @Base\threadingconstructs.jl:182; #411#threadsfor_fun
   ╎  1    @Base\threadingconstructs.jl:215; (::GfPEPS.var"#411#threadsfor_fun#106"{GfPEPS.var"#411#threadsfor_fun#99#107"{Int64, Int64, Array{ComplexF64, 5}, Dict{Vector{Int64}, Int64}, Dict{Vector{Int64}, Int64}, Matrix{ComplexF64}, Float64, Int64, Vector{NT…
   ╎   1    @GfPEPS\src\lib\translate.jl:222; macro expansion
   ╎    1    @SparseArrays\src\sparsevector.jl:1261; hvcat(::Tuple{Int64, Int64}, ::Matrix{Float64}, ::Matrix{ComplexF64}, ::Vararg{Union{Number, AbstractVecOrMat{<:Number}}})
  1╎     1    @SparseArrays\src\sparsevector.jl:1257; hvcat_internal(::Tuple{Int64, Int64}, ::Matrix{Float64}, ::Matrix{ComplexF64}, ::Vararg{Union{Number, AbstractVecOrMat{<:Number}}})
   ╎1    @Revise\src\types.jl:439; (::Revise.TaskThunk)()
   ╎ 1    @Revise\src\packagedef.jl:651; revise_dir_queued(dirname::String)
   ╎  1    @Revise\src\pkgs.jl:325; watch_files_via_dir(dirname::String)
   ╎   1    @Revise\src\utils.jl:49; file_exists
   ╎    1    @Base\stat.jl:461; isfile
  1╎     1    @Base\stat.jl:150; stat(path::String)
   ╎4685 @VSCodeServer\src\eval.jl:34; (::VSCodeServer.var"#65#66")()
   ╎ 4685 @Base\essentials.jl:889; invokelatest(::Any)
   ╎  4685 @Base\essentials.jl:892; #invokelatest#2
   ╎   4685 @VSCodeServer\src\eval.jl:284; (::VSCodeServer.var"#67#72"{VSCodeServer.ReplRunCodeRequestParams})()
   ╎    4685 @Base\logging.jl:630; with_logger
   ╎     4685 @Base\logging.jl:517; with_logstate(f::Function, logstate::Any)
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
  1╎     1    @Base\stat.jl:150; stat(path::String)
   ╎4685 @VSCodeServer\src\eval.jl:34; (::VSCodeServer.var"#65#66")()
   ╎ 4685 @Base\essentials.jl:889; invokelatest(::Any)
   ╎  4685 @Base\essentials.jl:892; #invokelatest#2
   ╎   4685 @VSCodeServer\src\eval.jl:284; (::VSCodeServer.var"#67#72"{VSCodeServer.ReplRunCodeRequestParams})()
   ╎    4685 @Base\logging.jl:630; with_logger
   ╎     4685 @Base\logging.jl:517; with_logstate(f::Function, logstate::Any)
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    ╎ 4685 @VSCodeServer\src\eval.jl:289; kwcall(::@NamedTuple{softscope::Bool}, ::typeof(VSCodeServer.inlineeval), m::Module, code::String, code_line::Int64, code_column::Int64, file::String)
   ╎    ╎    ╎  4685 @VSCodeServer\src\eval.jl:292; inlineeval(m::Module, code::String, code_line::Int64, code_column::Int64, file::String; softscope::Bool)
Total snapshots: 4783. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.

julia> 






  1╎     1    @Base\stat.jl:150; stat(path::String)
   ╎4685 @VSCodeServer\src\eval.jl:34; (::VSCodeServer.var"#65#66")()
   ╎ 4685 @Base\essentials.jl:889; invokelatest(::Any)
   ╎  4685 @Base\essentials.jl:892; #invokelatest#2
   ╎   4685 @VSCodeServer\src\eval.jl:284; (::VSCodeServer.var"#67#72"{VSCodeServer.ReplRunCodeRequestParams})()
   ╎    4685 @Base\logging.jl:630; with_logger
   ╎     4685 @Base\logging.jl:517; with_logstate(f::Function, logstate::Any)
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    ╎ 4685 @VSCodeServer\src\eval.jl:289; kwcall(::@NamedTuple{softscope::Bool}, ::typeof(VSCodeServer.inlineeval), m::Module, code::String, code_line::Int64, code_column::Int64, file::String)
   ╎    ╎    ╎  4685 @VSCodeServer\src\eval.jl:292; inlineeval(m::Module, code::String, code_line::Int64, code_column::Int64, file::String; softscope::Bool)
Total snapshots: 4783. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.

julia> 


  1╎     1    @Base\stat.jl:150; stat(path::String)
   ╎4685 @VSCodeServer\src\eval.jl:34; (::VSCodeServer.var"#65#66")()
   ╎ 4685 @Base\essentials.jl:889; invokelatest(::Any)
   ╎  4685 @Base\essentials.jl:892; #invokelatest#2
   ╎   4685 @VSCodeServer\src\eval.jl:284; (::VSCodeServer.var"#67#72"{VSCodeServer.ReplRunCodeRequestParams})()
   ╎    4685 @Base\logging.jl:630; with_logger
   ╎     4685 @Base\logging.jl:517; with_logstate(f::Function, logstate::Any)
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    ╎ 4685 @VSCodeServer\src\eval.jl:289; kwcall(::@NamedTuple{softscope::Bool}, ::typeof(VSCodeServer.inlineeval), m::Module, code::String, code_line::Int64, code_column::Int64, file::String)
   ╎   4685 @VSCodeServer\src\eval.jl:284; (::VSCodeServer.var"#67#72"{VSCodeServer.ReplRunCodeRequestParams})()
   ╎    4685 @Base\logging.jl:630; with_logger
   ╎     4685 @Base\logging.jl:517; with_logstate(f::Function, logstate::Any)
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎     4685 @Base\logging.jl:517; with_logstate(f::Function, logstate::Any)
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎ 4685 @VSCodeServer\src\eval.jl:171; (::VSCodeServer.var"#68#73"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎  4685 @VSCodeServer\src\repl.jl:38; hideprompt(f::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})
   ╎    ╎   4685 @VSCodeServer\src\eval.jl:200; (::VSCodeServer.var"#69#74"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    4685 @VSCodeServer\src\repl.jl:303; withpath(f::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams}, path::String)
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎     4685 @VSCodeServer\src\eval.jl:202; (::VSCodeServer.var"#70#75"{Bool, Bool, Bool, Module, String, Int64, Int64, String, VSCodeServer.ReplRunCodeRequestParams})()
   ╎    ╎    ╎ 4685 @VSCodeServer\src\eval.jl:289; kwcall(::@NamedTuple{softscope::Bool}, ::typeof(VSCodeServer.inlineeval), m::Module, code::String, code_line::Int64, code_column::Int64, file::String)
   ╎    ╎    ╎  4685 @VSCodeServer\src\eval.jl:292; inlineeval(m::Module, code::String, code_line::Int64, code_column::Int64, file::String; softscope::Bool)
Total snapshots: 4783. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
